docid	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprintdate	genres	subjects	locnum	oclc	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle
uc1.$b391480	Delteil, Joseph	1894-1978.	1931.0	1931.0	s	1931	    	1931		Don Juan (Legendary character)	PQ2607.E37D62 1931	1801274.0	9447644	1	1.0	1.0			Don Juan, | $c: by Joseph Delteil, translated from the French by Kay Boyle, illustrated by Charles Sandford.		True	Don Juan
uc1.b4381234	Barretto, Larry	1890-1971.	1931.0	1931.0	s	1931	    	1931		Social life and customs|Americans|Single women|World War, 1914-1918|Europe		1721312.0	9511834	1	1.0	1.0			The indiscreet years, | $c: by Larry Barretto.		True	The indiscreet years
mdp.39076002202211	Gilmour, Margaret		1931.0	1931.0	s	1931	    	"<estimate=""[c193-?]"">"			PZ7.G4381Am2	1667378.0	9642917	1	1.0	1.0			Ameliaranne at the circus / | $c: told in words by Margaret Gilmour ; told in pictures by Susan Beatrice Pearse.		True	Ameliaranne at the circus
umn.31951002096000d	Hamilton, Cosmo	1872?-1942.	1931.0	1931.0	s	1931	    	1931				6354586.0	9663460	1	1.0	1.0			Damned little fool : | a tragic comedy.		True	Damned little fool : a tragic comedy
inu.30000105174845	Sinclair, Upton	1878-1968.	1931.0	1931.0	s	1931	    	1931				2926038.0	9686248	1	1.0	1.0			"Damaged goods : | ""Les avariš"" by Brieux ; novelized with the approval of the author / | $c: by Upton Sinclair."		True	"Damaged goods : ""Les avariš"" by Brieux ; novelized with the approval of the author"
mdp.39076002155534	Orton, Helen Fuller	1872-1955.	1931.0	1931.0	s	1931	    	1931		Juvenile fiction|Buildings		4063461.0	9925589	1	1.0	1.0			The city Mrs. Winkle built / | $c: by Helen Fuller Orton ; illustrated by Luxor Price.		True	The city Mrs. Winkle built
mdp.39076002242118	Lide, Alice Alison	1890-1956.	1931.0	1931.0	s	1931	    	1931		Juvenile fiction|History		16583771.0	9926504	1	1.0	1.0			Pearls of fortune / | $c: by Alice Alison Lide and Margaret Alison Johansen ; illustrated by Philip Cheney.		True	Pearls of fortune
mdp.39076002193808	Eaton, Jeanette		1931.0	1931.0	s	1931	    	1931		Charles VII, 1422-1461|Joan|Juvenile literature|History|1412-1431|of Arc, Saint|Charles VI, 1380-1422		1710126.0	9926583	1	1.0	1.0			Jeanne d'Arc : | the warrior saint / | $c: by Jeanette Eaton ; with drawings by Harve Stein.		True	Jeanne d'Arc : the warrior saint
mdp.39076002194335	Brandeis, Madeline	1897-1937.	1931.0	1931.0	s	1931	    	1931	Juvenile audience	Lumber camps|Lumbermen|French-Canadians|Fathers and daughters|Juvenile fiction		5013803.0	9926723	1	1.0	1.0			Little Anne of Canada / | $c: by Madeline Brandeis.		True	Little Anne of Canada
mdp.39076002247877	Aspinwall, Marguerite		1931.0	1931.0	s	1931	    	1931	Juvenile audience	Seaside resorts|Accident victims|Sculptors|Summer|Massachusetts|Juvenile fiction|Amnesia		49869916.0	9926766	1	1.0	1.0			The wind from Spain / | $c: by Marguerite Aspinwall ; illustrated by Ruth King.		True	The wind from Spain
mdp.39076002266133	Haines, Donal Hamilton	1886-1951.	1931.0	1931.0	s	1931	    	1931		Juvenile fiction|Baseball stories		1561786.0	9926939	1	1.0	1.0			The southpaw / | $c: by Donal Hamilton Haines ; illustrated by Tod Gould.		True	The southpaw
mdp.39076002266430	Field, Elinor Whitney	1889-1980.	1931.0	1931.0	s	1931	    	1931	Juvenile audience	Shipping|Massachusetts|Boston|Juvenile fiction		2350144.0	9926972	1	1.0	1.0			Try all ports / | $c: by Elinor Whitney ; illustrated by Bernard Westmacott.		True	Try all ports
mdp.39076005002022	Tenney, Horace Kent	1859-1932.	1931.0	1931.0	s	1931	    	1931				2827349.0	9927432	1	1.0	1.0			The quick-as-scat book / | $c: Horace Kent Tenney.		True	The quick-as-scat book
mdp.39076005064006	Rodger, James George	1852-1937.	1931.0	1931.0	s	1931	    	1931				8861211.0	9927809	1	1.0	1.0			Passages from the scientist's Bible.		True	Passages from the scientist's Bible
mdp.39076002271661	Adams, Katharine	1862-1952.	1931.0	1931.0	s	1931	    	1931		History|Juvenile fiction|Elizabeth, 1558-1603		1106083.0	9928799	1	1.0	1.0			Blackthorn / | $c: by Katharine Adams ; illustrated by Frank Dobias.		True	Blackthorn
mdp.39076002272057	Bacon, Josephine Daskam	1876-1961.	1931.0	1931.0	s	1931	    	1931	Juvenile audience	Teenage girls|Embezzlement|Juvenile fiction|Detective and mystery stories		12434618.0	9928826	1	1.0	1.0			Luck of Lowry / | $c: by Josephine Daskam Bacon ; illustrated by Joan Esley.		True	Luck of Lowry
mdp.39076002574049	Lehman, Agnes C		1931.0	1931.0	s	1931	    	1931	Juvenile audience	Germany|Social life and customs|Girls|Rhens|Juvenile fiction|Children		1649459.0	9928976	1	1.0	1.0			Milly and her village : | a story of Rhens on the Rhine / | $c: by Agnes Lehman ; pictures by the author.		True	Milly and her village : a story of Rhens on the Rhine
mdp.39076002619448	Hillyer, William Hurd	1880-	1931.0	1931.0	s	1931	    	1931	Juvenile audience	Indians of North America|Juvenile literature|Folklore|Tsimshian Indians		8080527.0	9929736	1	1.0	1.0			The box of daylight / | $c: by William Hurd Hillyer and with drawings by Erick Berry.		True	The box of daylight
mdp.39076002631070	Craine, E. J. (Edith Janice)	b. 1881.	1931.0	1931.0	s	1931	    	1931	Juvenile audience	Adventure stories|Juvenile fiction		3373213.0	9930416	1	1.0	1.0			Airplane boys at Platinum River / | $c: by E.J. Craine.		True	Airplane boys at Platinum River
mdp.39076002720238	Newcomb, Ambrose		1931.0	1931.0	s	1931	    	1931	Juvenile audience	Secret service|United States|Air pilots|Aeronautics|History|Juvenile fiction|20th century|Detective and mystery stories		2341552.0	9930853	1	1.0	1.0			Flying the coast skyways, or, Jack Ralston's swift patrol / | $c: by Ambrose Newcomb.		True	Flying the coast skyways, or, Jack Ralston's swift patrol
uc1.$b803386	Kaye-Smith, Sheila	1887-1956.	1931.0	1931.0	s	1931	    	1931				1348071.0	9951002	1	1.0	1.0			The history of Susan Spray : | the female preacher / | $c: by Sheila Kaye-Smith.		True	The history of Susan Spray : the female preacher
uc1.$b800521	Balber, Nathan D		1931.0	1931.0	s	1931	    	1931		Jews in literature		2376512.0	9952584	1	1.0	1.0			From the melting pot / | $c: by Nathan D. Balber.		True	From the melting pot
uc1.$b792511	Bell, Adrian	1902-1980.	1931.0	1931.0	s	1931	    	1931			PR6003.E423S5	918367.0	9952917	1	1.0	1.0			Silver ley.		True	Silver ley
uc1.$b794764	Gallagher, Frank	-1962	1931.0	1931.0	s	1931	    	1931				11943056.0	9953069	1	1.0	1.0			Dark mountain, and other stories,		True	Dark mountain, and other stories
uc1.$b795525	Royde-Smith, Naomi		1931.0	1931.0	s	1931	    	1931			PR6035.O86M67 1931	2995872.0	9953476	1	2.0	2.0			The mother, | $c: by Naomi Royde-Smith.		True	The mother
uc1.$b787245	Myers, L. H. (Leopold Hamilton)	1881-1944.	1931.0	1931.0	s	1931	    	1931			PR6025.Y45P7 1931	2559949.0	9954039	1	1.0	1.0			Prince Jali / | $c: by L.H. Myers.		True	Prince Jali
uc1.$b704017	Dabit, Eugène	1898-1936.	1931.0	1931.0	s	1931	    	1931				1944342.0	9971046	1	1.0	1.0			Hotel du Nord,		True	Hotel du Nord
uc1.$b358699	Grey, Zane	1872-1939.	1931.0	1931.0	s	1931	    	1931				3566072.0	9996686	1	1.0	1.0			The dude ranger / | $c: Zane Grey.		True	The dude ranger
uc1.$b798807	Comfort, Will Levington	1878-1932.	1931.0	1931.0	s	1931	    	1931	Western stories|Biographical fiction	Mangas Coloradas|-1863?|Apache chief|d. 1863?|Apache Indians	PZ3.C7345ApPS3505.O42	1722817.0	10015398	1	2.0	1.0			Apache, | $c: by Will Levington Comfort.		True	Apache
uc1.$b236233	Frankau, Gilbert	1884-1952.	1931.0	1931.0	s	1931	    	1931			PR6011.R26C6	6334040.0	10101975	1	1.0	1.0			Concerning Peter Jackson and others / | $c: Gilbert Frankau.		True	Concerning Peter Jackson and others
uc1.$b301187	Loving, Pierre	1893-	1931.0	1931.0	s	1931	    	1931		Baudelaire, Charles|1821-1867	PS3523.O854G3 1931	1894549.0	10105508	1	1.0	1.0			Gardener of evil : | a portrait of Baudelaire & his times / | $c: by Pierre Loving		True	Gardener of evil : a portrait of Baudelaire & his times
uc1.$b301207	Luther, Mark Lee	1872-1951.	1931.0	1931.0	s	1931	    	1931		Man-woman relationships	PZ3.L977ItPS3523.U85	1730562.0	10105527	1	1.0	1.0			It's what you are, | $c: by Mark Lee Luther.		True	It's what you are
uc1.$b301210	Lynn, Ernest		1931.0	1931.0	s	1931	    	1931				843260551.0	10105530	1	1.0	1.0			Extra girl, published serially under the title the Hollywood story.		True	Extra girl, published serially under the title the Hollywood story
uc1.$b97045	Sheffield, Lyba M		1931.0	1931.0	s	1931	    	1931			GV837.S6 1927	843254501.0	10111892	1	1.0	1.0			Swimming simplified. Rev. and enl.ed. | $c: By Lyba and Nita Sheffield.		True	Swimming simplified. Rev. and enl.ed
uc1.$b105782	McFee, William	1881-1966.	1931.0	1931.0	t	1932	1931	1932			PZ3.M167	663761151.0	10112439	1	2.0	2.0			The harbourmaster : | a novel by William McFee.		True	The harbourmaster : a novel by William McFee
uc1.b3710765	Leader, Pauline		1931.0	1931.0	s	1931	    	1931	Bildungsromans	Conduct of life|Jewish women|Authors	PS3523.E236A68 1931	3897041.0	10147020	1	1.0	1.0			And no birds sing / | $c: by Pauline Leader.		True	And no birds sing
uc1.b3810811	Bright, A. D. (Amy Dora)	1861?-1944.	1931.0	1931.0	s	1931	    	1931				153379439.0	10163507	1	1.0	1.0			By bush and sea; | tales new & old from New Zealand.		True	By bush and sea; tales new & old from New Zealand
uc1.b3834533	Ford, Ford Madox	1873-1939.	1931.0	1931.0	s	1931	    	1931			PZ3.F7518Wh	682346.0	10167552	1	1.0	1.0			When the wicked man / | $c: by Ford Madox Ford.		True	When the wicked man
uc1.b3834639	Davison, Frank Dalby	1893-1970.	1931.0	1931.0	s	1931	    	1931				7030314.0	10167624	1	1.0	1.0			Forever morning; | an Australian romance.		True	Forever morning; an Australian romance
uc1.b3834640	Davison, Frank Dalby	1893-1970.	1931.0	1931.0	s	1931	    	1931				37080811.0	10167625	1	2.0	2.0			Man-shy.		True	Man-shy
inu.30000108896071	Smith, Thorne	1892-1934.	1931.0	1931.0	s	1931	    	1931				634825.0	10558501	2	3.0	2.0			Turnabout | $c: [by] Thorne Smith.		True	Turnabout
inu.30000114446556	Kandel, Aben	1899-	1931.0	1931.0	s	1931	    	1931				4853522.0	10558887	1	1.0	1.0			Rabbi Burns : | a novel / | $c: Aben Kandel.		True	Rabbi Burns : a novel
pst.000005901135			1931.0	1931.0	s	1931	    	1931				213519044.0	11198067	1	1.0	1.0			Mr. Fothergill's plot : | his conspirators: Martin Armstrong--H. R. Barbor--Elizabeth Bowen [and others].		True	Mr. Fothergill's plot : his conspirators: Martin Armstrong--H. R. Barbor--Elizabeth Bowen [and others]
pst.000003887141			1931.0	1931.0	m	1931	1935	1931-1935		Child psychology|Teaching|Education|Children's literature		24652169.0	11199171	1	1.0	1.0	v.2	2.0	Childcraft.	Stories of fact and fancy	True	Stories of fact and fancy
uiuo.ark+=13960=t6ww8fk0h	Russell, Ruth		1931.0	1931.0	s	1931	    	1931			PZ3.R9176Lak	7083977.0	11697460	1	1.0	1.0			Lake front | $c: [by] Ruth Russell; wood cuts by Ruth Kellogg.		True	Lake front
uiuo.ark+=13960=t4bp14j9f	Abson, Ben J		1931.0	1931.0	s	1931	    	1931			PZ3.A168On	20626749.0	11697833	1	1.0	1.0			On to the White House, | by Ben J. Abson.		True	On to the White House, by Ben J. Abson
inu.32000001672817	Jacobus, de Voragine	ca. 1229-1298.	1931.0	1931.0	m	1931	1939	1931-1939		Saints		3484030.0	11807530	1	1.0	1.0			The golden legend; | or, Lives of the saints, | $c: as Englished by William Caxton.		True	The golden legend; or, Lives of the saints
pst.000007911798	Claussen, Waldemar Van Brunt		1931.0	1931.0	s	1931	    	1931		Canoes and canoeing	GV783.C4	8259978.0	12266097	1	1.0	1.0			Canoeing / | $c: by Waldemar Van Brunt Claussen.		True	Canoeing
pst.000006672591	Connor, Ralph	1860-1937.	1931.0	1931.0	s	1931	    	1931		War of 1812|History		2414286.0	12290441	1	1.0	1.0			The rock and the river : | a romance of Quebec / | $c: by Ralph Connor [pseud.].		True	The rock and the river : a romance of Quebec
umn.31951002000210e	Arden, Clive	1888-	1931.0	1931.0	s	1931	####	1931				62412350.0	100681512	1	1.0	1.0			Four complete novels.		True	Four complete novels
osu.32435005369137	Gilbert, Morris	1894-	1931.0	1931.0	s	1931	    	1931				9170411.0	100819489	1	1.0	1.0			Lido lady / | $c: by Morris Gilbert.		True	Lido lady
osu.32435003769916	Ayres, Ruby M. (Ruby Mildred)	1883-	1931.0	1931.0	s	1931	    	1931				9311742.0	100820081	1	1.0	1.0			Love comes to Mary / | $c: Ruby M. Ayres.		True	Love comes to Mary
osu.32435010088458	Dormie, M. A	1897-	1931.0	1931.0	s	1931	    	1931			PZ3.S5325Sn	2207640.0	100820100	1	1.0	1.0			Snobs, | $c: by M. A. Dormie [pseud.]		True	Snobs
osu.32435014352165	Gold, Pleasant Daniel	1876-	1931.0	1931.0	s	1931	    	1931				1844129.0	100820117	1	1.0	1.0			The rack.		True	The rack
osu.32435050799626	Burt, Katharine Newlin	1882-1977.	1931.0	1931.0	s	1931	    	1931				3104737.0	100820374	1	1.0	1.0			A man's own country / | $c: Katharine Newlin Burt.		True	A man's own country
osu.32435015202005	Bottome, Phyllis	1882-1963.	1931.0	1931.0	s	1931	    	1931				934043.0	100820749	1	1.0	1.0			Devil's due.		True	Devil's due
osu.32435076142892	Durante, Jimmy	1893-1980.	1931.0	1931.0	s	1931	    	1931		Music-halls (Variety-theaters, cabarets, etc.)|New York (N.Y.)|Clubs	F128.627.D85	4836790.0	100820762	1	1.0	1.0			Night clubs.		True	Night clubs
osu.32435010203289	Gribble, Leonard R. (Leonard Reginald)	1908-	1931.0	1931.0	s	1931	    	1931			PZ.G8714Gr2	1747998.0	100820774	1	1.0	1.0			... The Grand Modena murder, | an Inspector Slade detective story.		True	The Grand Modena murder, an Inspector Slade detective story
osu.32435008880957	Holt, Henry	1881-1955.	1931.0	1931.0	s	1931	    	1931				11585116.0	100821335	1	1.0	1.0			The necklace of death / | $c: Henry Holt.		True	The necklace of death
osu.32435006482301	Grove, Harriet Pyne		1931.0	1931.0	s	1931	    	1931				5688275.0	100822281	1	1.0	1.0			Betty Lee : | freshman / | $c: by Harriet Pyne Grove.		True	Betty Lee : freshman
osu.32435023792708			1931.0	1931.0	s	1931	    	1931		American literature|English literature		20141042.0	100822329	1	1.0	1.0	V3	3.0	Copeland's treasury for booklovers : | a panorama of English and American poetry and prose from the earliest times to the pressent / | $c: selected and edited by Charles Townsend Copeland.		True	Copeland's treasury for booklovers : a panorama of English and American poetry and prose from the earliest times to the pressent
osu.32435023792690			1931.0	1931.0	s	1931	    	1931		American literature|English literature		20141042.0	100822329	1	1.0	1.0	V4	4.0	Copeland's treasury for booklovers : | a panorama of English and American poetry and prose from the earliest times to the pressent / | $c: selected and edited by Charles Townsend Copeland.		True	Copeland's treasury for booklovers : a panorama of English and American poetry and prose from the earliest times to the pressent
osu.32435023792682			1931.0	1931.0	s	1931	    	1931		American literature|English literature		20141042.0	100822329	1	1.0	1.0	V5	5.0	Copeland's treasury for booklovers : | a panorama of English and American poetry and prose from the earliest times to the pressent / | $c: selected and edited by Charles Townsend Copeland.		True	Copeland's treasury for booklovers : a panorama of English and American poetry and prose from the earliest times to the pressent
osu.32435014554802	Gibbs, George	1870-1942.	1931.0	1931.0	s	1931	    	1931				8445806.0	100823207	1	1.0	1.0			The loyal rebel : | the seventeen-seventies / | $c: by George Gibbs ; decorations by Edward C. Caswell.		True	The loyal rebel : the seventeen-seventies
osu.32435066781410			1931.0	1931.0	s	1931	    	1931	Love stories	Women|Conduct of life|Man-woman relationships		50636424.0	100824311	1	1.0	1.0			My men / | $c: Anonymous.		True	My men
osu.32435052836855	Baldwin, Faith	1893-1978.	1931.0	1931.0	s	1931	    	1931				17368358.0	100824374	1	1.0	1.0			Mary Lou, | a story of divine corners / | $c: by Faith Baldwin.		True	Mary Lou, a story of divine corners
osu.32435055404685	Mundy, Talbot	1879-1940.	1931.0	1931.0	s	1931	    	1931				6574803.0	100824669	1	1.0	1.0			Jimgrim Sahib / | $c: by Talbot Mundy.		True	Jimgrim Sahib
osu.32435056652076	Hauck, Louise Platt	1883-1943.	1931.0	1931.0	s	1931	    	1931				5774921.0	100824813	1	1.0	1.0			Wild grape : | a novel of the Ozarks / | $c: by Louise Platt Hauck.		True	Wild grape : a novel of the Ozarks
osu.32435056670136	Hill, Grace Livingston	1865-1947.	1931.0	1931.0	s	1931	    	1931				2953957.0	100824824	1	1.0	1.0			Silver wings / | $c: Grace Livingston Hill.		True	Silver wings
osu.32435057980187	Martin, Helen Reimensnyder	1868-1939.	1931.0	1931.0	s	1931	    	1931				38891527.0	100824897	1	1.0	1.0			Porcelain and clay / | $c: by Helen R. Martin.		True	Porcelain and clay
osu.32435056834815	Reynolds, Baillie, Mrs	d. 1939.	1931.0	1931.0	s	1931	    	1931				37643661.0	100824986	1	1.0	1.0			Wherabouts unknown | $c: [by] Mrs. Baillie Reynolds.		True	Wherabouts unknown
osu.32435059299503	Wright, Mason		1931.0	1931.0	s	1931	    	1931				40709670.0	100825089	1	1.0	1.0			The army post murders / | $c: by Mason Wright.		True	The army post murders
osu.32435066780321	Diplomat	1897-1967.	1931.0	1931.0	s	1931	    	1931	Mystery fiction	United States|Investigation|Missing persons|Department of State	PZ3.D619Sc	2652134.0	100826109	1	1.0	1.0			Scandel in the chancery / | $c: Diplomat.		True	Scandel in the chancery
mdp.39015005010239	Kelly, Eric Philbrook	1884-1960.	1932.0	1932.0	|	1932	||||	1932		Christmas stories	PZ7.K294Ch	1540889.0	23123	1	1.0	1.0			The Christmas nightingale, | three Christmas stories from Poland, | $c: by Eric P. Kelly; illustrated by Marguerite de Angeli.		True	The Christmas nightingale, three Christmas stories from Poland
mdp.39015030134665	Marchwitza, Hans		1932.0	1932.0	s	1932	    	1932		History		5734447.0	93973	1	1.0	1.0			Storm over the Ruhr / | $c: by Hans Marchwitza.		True	Storm over the Ruhr
uc1.b3727919	Work, George		1932.0	1932.0	s	1932	    	1932				6327581.0	112016	3	3.0	3.0			White man's harvest : | a novel / | $c: by George Work.		True	White man's harvest : a novel
mdp.39015057167572	Aldington, Richard	1892-1962.	1932.0	1932.0	s	1932	    	1932			PZ3.A3632So2	8443977.0	114826	1	4.0	2.0			Soft answers, | $c: by Richard Aldington.		True	Soft answers
mdp.39015059413412	Hull, Helen R. (Helen Rose)	1888-1971.	1932.0	1932.0	s	1932	    	1932				15290390.0	116071	1	1.0	1.0			The asking price | $c: [by] Helen Hull.		True	The asking price
mdp.39015023991238	Huddleston, George	1862-1944.	1932.0	1932.0	s	1932	    	1932				5916427.0	117335	1	1.0	1.0			The white fakir; | a tale of the mystical East.		True	The white fakir; a tale of the mystical East
uc1.$b799772	Hull, Helen R. (Helen Rose)	1888-1971.	1932.0	1932.0	s	1932	    	1932			PZ3.H8781He	865321.0	117356	2	2.0	2.0			Heat lightning | $c: [by] Helen Hull.		True	Heat lightning
mdp.39015059405160	[Hutchison, Graham Seton]	1890-	1932.0	1932.0	s	1932	    	1932			PZ3.H9754Co2	18489255.0	117530	1	1.0	1.0			Colonel Grant's to-morrow, | $c: by Graham Seton (Lieut.-Col. G. S. Hutchinson [!] D. S. O., M. C.)		True	Colonel Grant's to-morrow
mdp.39015059405244	Hutchinson, A. S. M. (Arthur Stuart-Menteth)	1880-1971.	1932.0	1932.0	s	1932	    	1932			PZ3.H971Bi	1042031.0	117634	1	1.0	1.0			Big business, | $c: by A. S. M. Hutchinson, with illustrations by Gluyas Williams.		True	Big business
